"source","source_id","original_title","resolved_title","starts_at","start_time","ends_at","end_time","venue_name","location_name","address","city","price","currency","image_url","canonical_url","ticket_url","source_notes","query_title","chosen_url","enrich_ok","needs_review"
"lisboa_secreta","secret-guides","Secret Guide to Lisbon: Discover the hidden corners of the city","Secret Guide to Lisbon: Discover the hidden corners of the city","","","","","","","","Lisbon","","","https://offloadmedia.feverup.com/lisboasecreta.co/wp-content/uploads/2022/03/06104819/mosteiro-dos-jeronimos-foto.jpg","https://lisboasecreta.co/en/secret-guides/","","Page is a category listing of secret guides in Lisbon with no specific event date or ticket info.","Secret Guide to Lisbon: Discover the hidden corners of the city","https://lisboasecreta.co/en/secret-guides/","true","true"
"lisboa_secreta","visit-lisbon","Visit Lisbon: Guide to Lisbon's Best Landmarks, Attractions, and Activities","Visit Lisbon: Guide to Lisbon's Best Landmarks, Attractions, and Activities","","","","","","","","Lisbon","","","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E","https://lisboasecreta.co/en/visit-lisbon/","","","Visit Lisbon: Guide to Lisbon's Best Landmarks, Attractions, and Activities","https://www.visitlisboa.com/en","true","true"
"lisboa_secreta","womens-day-what-to-do-in-lisbon","The “Queens’ Treasure” and a tour through the streets of Lisbon: experiences to mark International Women’s Day","The “Queens’ Treasure” and a tour through the streets of Lisbon: experiences to mark International Women’s Day","2023-03-08","","","","","","","Lisbon","","","https://lisboasecreta.co/wp-content/uploads/2023/02/queens-treasure-lisbon.jpg","https://lisboasecreta.co/en/womens-day-what-to-do-in-lisbon/","","Article from Lisboa Secreta listing experiences in Lisbon to mark International Women’s Day including 'Queens’ Treasure' and street tours.","The “Queens’ Treasure” and a tour through the streets of Lisbon: experiences to mark International Women’s Day","https://www.giift.com/programindex/","true","true"
"lisboa_secreta","official-portrait-president-republic-marcelo-rebelo-de-sousa-artist-vhils","The official portrait of President Marcelo Rebelo de Sousa, created by artist Vhils, has been unveiled.","Official portrait of President Marcelo Rebelo de Sousa by artist Vhils unveiled","2026-03-04","","","","Museum of the Presidency of the Republic","Museum of the Presidency of the Republic","Praça Afonso de Albuquerque 1A (Belém)","Lisbon","from €3.50","EUR","https://offloadmedia.feverup.com/lisboasecreta.co/wp-content/uploads/2026/03/05102258/retrato-oficial-do-Presidente-da-Republico-Marcelo-Rebelo-de-Sousa-criado-pelo-artista-VHILS-%C2%A9-Alexandre-Silva.jpg","https://lisboasecreta.co/en/official-portrait-president-republic-marcelo-rebelo-de-sousa-artist-vhils/","","The official portrait was unveiled on March 4, 2026, and is now on display at the Museum of the Presidency of the Republic in Lisbon. The portrait is a sculpted work made from newspapers covering the last 10 years of the presidency, created by artist Alexandre Farto (Vhils). The piece measures 195 cm by 120 cm and took six months to produce. Opening hours: Tue-Fri 10am-6pm; Sat-Sun 10am-1pm and 2pm-6pm. Tickets start at €3.50.","The official portrait of President Marcelo Rebelo de Sousa, created by artist Vhils, has been unveiled.","https://lisboasecreta.co/en/official-portrait-president-republic-marcelo-rebelo-de-sousa-artist-vhils/","true","true"
"lisboa_secreta","most-booked-restaurants-portugal-the-fork","An iconic seafood restaurant in Lisbon is the most booked restaurant in Portugal in 2025 — and the capital dominates The Fork’s Top 50.","An iconic seafood restaurant in Lisbon is the most booked restaurant in Portugal in 2025 — and the capital dominates The Fork’s Top 50.","2025-01-01","","2025-12-31","","","","","Lisbon","","","https://oladaniela.com/wp-content/uploads/2025/05/Parra-wine-bistro-wide-1.jpg","https://oladaniela.com/lisbon-coolest-restaurants/","","The article from Olá Daniela published in 2025 mentions Lisbon as the dominant city in The Fork’s Top 50 most booked restaurants in Portugal for 2025, highlighting an iconic seafood restaurant as the most booked. Specific restaurant details and exact dates are not provided.","An iconic seafood restaurant in Lisbon is the most booked restaurant in Portugal in 2025 — and the capital dominates The Fork’s Top 50.","https://oladaniela.com/lisbon-coolest-restaurants/","true","true"
"lisboa_secreta","backpacks-subway-public-transport-lisbon","Less crowding, more respect: the Madrid Metro has declared war on backpacks. Will Lisbon be next?","Less crowding, more respect: the Madrid Metro has declared war on backpacks. Will Lisbon be next?","","","","","","","","Lisbon","","","https://offloadmedia.feverup.com/lisboasecreta.co/wp-content/uploads/2026/02/25120252/mochilas-as-costas-dentro-das-carruagens-do-metro-%40shojol-islam-%40ummano-dias.jpg","https://lisboasecreta.co/en/backpacks-subway-public-transport-lisbon/","","Article discusses Madrid Metro's new backpack restrictions and questions if Lisbon will follow; no specific event or date provided.","Less crowding, more respect: the Madrid Metro has declared war on backpacks. Will Lisbon be next?","https://en.wikivoyage.org/wiki/Lisbon","true","true"
"lisboa_secreta","music-concerts-in-lisbon","Music guide: the best concerts already confirmed for 2026","Music guide: the best concerts already confirmed for 2026","","","","","","","","Lisbon","","","https://applications-media.feverup.com/image/upload/f_auto/fever2/filter/photo/41fd2970-0eb9-11ef-be76-d6e48d311834.png","https://feverup.com/en/lisbon/concerts-festivals","","Page lists best concerts in Lisbon for 2026 but no specific event details found in provided HTML.","Music guide: the best concerts already confirmed for 2026","https://feverup.com/en/lisbon/concerts-festivals?srsltid=AfmBOopQXm0WGsZ0C7-nRGeOmCXJLOrM7Ck41wyD4ZFwax9SbXoeYiNh","true","true"
"lisboa_secreta","what-to-do-in-lisbon-weekend","Lisbon is blooming: your guide to an unforgettable weekend","Lisbon is blooming: your guide to an unforgettable weekend","","","","","","","","Lisbon","","","https://offloadmedia.feverup.com/lisboasecreta.co/wp-content/uploads/2021/11/05112735/pessoas-a-passear-em-lisboa-fim-de-semana-%40fotios-photos.jpeg","https://lisboasecreta.co/en/what-to-do-in-lisbon-weekend/","","","Lisbon is blooming: your guide to an unforgettable weekend","https://lisboasecreta.co/en/what-to-do-in-lisbon-weekend/","true","true"
"lisboa_secreta","change-to-daylight-saving-time","Goodbye, winter: from this date onwards, you will sleep one hour less, but spend more time in the sun in Lisbon.","Change to Daylight Saving Time in Lisbon","2023-03-26","","","","","","","Lisbon","","","https://portugalinamonth.com/wp-content/uploads/2019/11/gogjywdsr6e9mdzalwvda_thumb_e5-1.jpg","https://lisboasecreta.co/en/change-to-daylight-saving-time/","","Daylight saving time in Lisbon starts on the last Sunday of March, when clocks move forward one hour, resulting in one hour less sleep but more daylight in the evenings. Source: lisboasecreta.co","Goodbye, winter: from this date onwards, you will sleep one hour less, but spend more time in the sun in Lisbon.","https://portugalinamonth.com/","true","true"
"lisboa_secreta","rock-in-rio-lisbon-2026-line-up","Rock in Rio “traveled” to Madrid to present the latest Spanish headliner","Rock in Rio Lisbon 2026","2026-06-19","","2026-06-28","","","","","Lisbon","","","https://lisboasecreta.co/wp-content/uploads/2023/10/rock-in-rio-lisboa-2026-line-up-1.jpg","https://lisboasecreta.co/en/rock-in-rio-lisbon-2026-line-up/","https://rockinrio.pt/en/","Rock in Rio Lisbon 2026 announced with Spanish headliner presented in Madrid. Event dates June 19-28, 2026. Source: lisboasecreta.co","Rock in Rio “traveled” to Madrid to present the latest Spanish headliner","https://www.tauck.co.uk/ships/ms-andorinha","true","true"
